order_id,product,category,sub_category,price,quantity,discount_percent,final_price,cost_price,profit,date,customer_id,region
10048,Headphones,Electronics,Audio,8155.0,2,15,6931.75,6662.65,538.2,01-04-2024,C354,West
10049,Laptop,Electronics,Computers,164862.0,2,5,156618.9,98342.24,116553.32,29-05-2024,C314,West
10050,Backpack,Accessories,Bags,2215.0,2,20,1772.0,1457.6,628.81,08-01-2024,C53,West
10051,Shoes,Fashion,Footwear,6691.0,4,30,4683.7,4597.92,343.13,25-04-2024,C350,North
10052,Laptop,Electronics,Computers,113523.0,4,30,79466.1,80021.24,-2220.56,24-05-2024,C120,East
10053,Watch,Accessories,Watches,31251.0,2,0,31251.0,17425.72,27650.56,23-01-2024,C127,North
10054,Shoes,Fashion,Footwear,8560.0,4,10,7704.0,5153.02,10203.92,03-02-2024,C96,West
10055,Headphones,Electronics,Audio,9305.0,2,15,7909.25,6960.69,1897.12,16-01-2024,C189,West
10056,Phone,Electronics,Mobiles,68222.0,4,10,61399.8,50041.94,45431.42,16-03-2024,C154,East
10057,Headphones,Electronics,Audio,3179.0,3,15,2702.15,1762.18,2819.92,09-03-2024,C47,North
10058,Shoes,Fashion,Footwear,3141.0,2,30,2198.7,1892.76,-122.37,24-06-2024,C341,South
10059,Headphones,Electronics,Audio,14338.0,4,0,14338.0,9752.07,18343.72,10-01-2024,C758,East
10060,Headphones,Electronics,Audio,4349.0,4,5,4131.55,3208.51,3692.16,01-01-2024,C325,North
10061,Watch,Accessories,Watches,19364.0,4,15,16459.4,16133.46,1303.78,07-05-2024,C160,West
10062,Phone,Electronics,Mobiles,75890.0,4,10,68301.0,50576.96,70896.14,09-06-2024,C691,North
10063,Watch,Accessories,Watches,41304.0,4,20,33043.2,25143.29,31599.65,04-04-2024,C302,East
10064,Camera,Electronics,Cameras,37161.0,1,0,37161.0,28052.91,9108.09,08-01-2024,C605,North
10065,Camera,Electronics,Cameras,139585.0,2,0,139585.0,110878.02,57413.95,27-02-2024,C501,North
10066,Laptop,Electronics,Computers,78513.0,1,20,62810.4,44105.14,18705.26,12-06-2024,C394,West
10067,Laptop,Electronics,Computers,78756.0,1,10,70880.4,56923.05,13957.35,05-02-2024,C96,South
10068,Headphones,Electronics,Audio,11379.0,3,20,9103.2,9188.81,-256.84,13-01-2024,C279,West
10069,Headphones,Electronics,Audio,4414.0,1,5,4193.3,3135.26,1058.04,26-03-2024,C397,East
10070,Backpack,Accessories,Bags,1198.0,3,5,1138.1,662.8,1425.91,16-03-2024,C265,South
10071,Camera,Electronics,Cameras,60270.0,4,30,42189.0,50336.43,-32589.71,20-04-2024,C144,East
10072,Backpack,Accessories,Bags,5480.0,1,5,5206.0,3554.32,1651.68,22-02-2024,C151,East
10073,Tablet,Electronics,Computers,21167.0,1,0,21167.0,17553.34,3613.66,21-05-2024,C223,West
10074,Laptop,Electronics,Computers,143033.0,1,15,121578.05,102093.34,19484.71,16-03-2024,C9,South
10075,Camera,Electronics,Cameras,48625.0,2,15,41331.25,28218.88,26224.75,20-05-2024,C168,North
10076,Watch,Accessories,Watches,42081.0,1,20,33664.8,32060.36,1604.44,13-06-2024,C422,North
10077,Camera,Electronics,Cameras,51962.0,4,5,49363.9,34356.89,60028.03,11-03-2024,C217,South
10078,Phone,Electronics,Mobiles,16324.0,4,5,15507.8,12446.3,12245.98,17-04-2024,C182,North
10079,Phone,Electronics,Mobiles,41790.0,3,5,39700.5,27124.88,37726.87,21-06-2024,C653,South
10080,Laptop,Electronics,Computers,43709.0,2,15,37152.65,34099.95,6105.41,15-06-2024,C1,North
10081,Watch,Accessories,Watches,42298.0,1,5,40183.1,28342.49,11840.61,01-06-2024,C117,North
10082,Camera,Electronics,Cameras,139821.0,2,0,139821.0,117584.38,44473.24,28-05-2024,C80,East
10083,Tablet,Electronics,Computers,47509.0,1,30,33256.3,27181.75,6074.55,20-01-2024,C441,South
10084,Headphones,Electronics,Audio,7690.0,1,5,7305.5,4908.9,2396.6,23-02-2024,C259,West
10085,Camera,Electronics,Cameras,44087.0,3,0,44087.0,27963.9,48369.31,11-04-2024,C408,West
10086,Backpack,Accessories,Bags,1167.0,1,5,1108.65,707.71,400.94,29-02-2024,C178,South
10087,Laptop,Electronics,Computers,73307.0,4,5,69641.65,46035.69,94423.83,24-05-2024,C201,North
10088,Backpack,Accessories,Bags,5524.0,1,20,4419.2,4172.94,246.26,15-02-2024,C547,East
10089,Backpack,Accessories,Bags,3824.0,2,20,3059.2,2935.75,246.91,10-01-2024,C798,West
10090,Tablet,Electronics,Computers,43793.0,3,0,43793.0,24432.56,58081.33,05-03-2024,C146,North
10091,Laptop,Electronics,Computers,179487.0,3,0,179487.0,130709.47,146332.58,26-03-2024,C795,North
10092,Backpack,Accessories,Bags,5284.0,1,0,5284.0,2964.57,2319.43,28-05-2024,C518,East
10093,Laptop,Electronics,Computers,52763.0,1,10,47486.7,40889.91,6596.79,23-01-2024,C565,South
10094,Camera,Electronics,Cameras,35916.0,2,20,28732.8,22418.93,12627.75,19-04-2024,C1,South
10095,Tablet,Electronics,Computers,65106.0,1,15,55340.1,40274.11,15065.99,01-02-2024,C34,South
10096,Backpack,Accessories,Bags,3919.0,3,0,3919.0,2945.02,2921.94,27-04-2024,C771,South
10097,Shoes,Fashion,Footwear,5363.0,1,10,4826.7,3852.14,974.56,26-02-2024,C401,West
10098,Camera,Electronics,Cameras,78871.0,3,0,78871.0,61246.58,52873.26,06-03-2024,C75,North
10099,Tablet,Electronics,Computers,73682.0,3,0,73682.0,40846.6,98506.19,07-04-2024,C798,North
10100,Phone,Electronics,Mobiles,40934.0,3,0,40934.0,31434.0,28500.0,19-03-2024,C542,North
10101,Laptop,Electronics,Computers,110390.0,2,20,88312.0,92159.77,-7695.55,24-05-2024,C330,South
10102,Headphones,Electronics,Audio,4332.0,4,0,4332.0,2442.2,7559.19,05-05-2024,C747,West
10103,Tablet,Electronics,Computers,32015.0,3,0,32015.0,18846.08,39506.77,04-04-2024,C374,West
10104,Camera,Electronics,Cameras,47415.0,4,0,47415.0,35985.64,45717.46,05-04-2024,C195,West
10105,Phone,Electronics,Mobiles,48434.0,1,30,33903.8,35384.94,-1481.14,21-01-2024,C5,South
10106,Backpack,Accessories,Bags,5199.0,2,0,5199.0,2997.8,4402.4,12-01-2024,C346,North
10107,Backpack,Accessories,Bags,3617.0,2,0,3617.0,2347.54,2538.92,26-01-2024,C249,East
10108,Tablet,Electronics,Computers,42574.0,1,15,36187.9,29950.69,6237.21,17-02-2024,C573,East
10109,Backpack,Accessories,Bags,4932.0,2,20,3945.6,2837.65,2215.9,28-06-2024,C719,West
10110,Headphones,Electronics,Audio,1802.0,3,20,1441.6,1118.74,968.57,18-03-2024,C216,South
10111,Shoes,Fashion,Footwear,1364.0,2,0,1364.0,853.5,1021.01,20-04-2024,C750,South
10112,Phone,Electronics,Mobiles,70658.0,3,0,70658.0,57244.6,40240.19,24-04-2024,C15,North
10113,Watch,Accessories,Watches,49271.0,1,15,41880.35,29793.44,12086.91,17-01-2024,C231,North
10114,Phone,Electronics,Mobiles,21229.0,2,10,19106.1,13161.24,11889.73,25-01-2024,C580,West
10115,Headphones,Electronics,Audio,9061.0,3,15,7701.85,6287.2,4243.96,03-02-2024,C623,North
10116,Laptop,Electronics,Computers,113479.0,4,10,102131.1,66756.76,141497.38,06-01-2024,C692,South
10117,Laptop,Electronics,Computers,88447.0,2,5,84024.65,61866.4,44316.49,30-04-2024,C289,North
10118,Camera,Electronics,Cameras,141148.0,2,5,134090.6,93102.22,81976.77,03-04-2024,C446,West
10119,Laptop,Electronics,Computers,116125.0,3,0,116125.0,93212.87,68736.4,31-01-2024,C40,South
10120,Phone,Electronics,Mobiles,19324.0,4,30,13526.8,15826.03,-9196.92,15-03-2024,C4,North
10121,Backpack,Accessories,Bags,1145.0,2,5,1087.75,688.45,798.6,19-03-2024,C715,East
10122,Shoes,Fashion,Footwear,7316.0,4,5,6950.2,6148.35,3207.39,20-01-2024,C113,South
10123,Watch,Accessories,Watches,45533.0,1,10,40979.7,37774.37,3205.33,03-01-2024,C673,South
10124,Shoes,Fashion,Footwear,1009.0,1,0,1009.0,854.61,154.39,09-05-2024,C596,West
10125,Headphones,Electronics,Audio,10012.0,3,15,8510.2,7790.02,2160.54,31-05-2024,C550,East
10126,Tablet,Electronics,Computers,46614.0,3,5,44283.3,38636.42,16940.64,26-06-2024,C334,East
10127,Laptop,Electronics,Computers,107444.0,4,30,75210.8,65702.06,38034.94,01-01-2024,C296,North
10128,Tablet,Electronics,Computers,56159.0,2,0,56159.0,44054.17,24209.66,14-01-2024,C798,North
10129,Laptop,Electronics,Computers,126740.0,1,20,101392.0,94999.13,6392.87,11-05-2024,C601,South
10130,Shoes,Fashion,Footwear,2065.0,1,15,1755.25,1415.73,339.52,01-02-2024,C691,South
10131,Watch,Accessories,Watches,21574.0,1,5,20495.3,17687.93,2807.37,22-02-2024,C616,North
10132,Camera,Electronics,Cameras,117263.0,3,10,105536.7,79675.34,77584.09,27-06-2024,C554,East
10133,Shoes,Fashion,Footwear,6567.0,4,15,5581.95,4833.46,2993.98,03-06-2024,C420,South
10134,Tablet,Electronics,Computers,71356.0,2,15,60652.6,54379.99,12545.22,02-02-2024,C254,East
10135,Phone,Electronics,Mobiles,82779.0,2,15,70362.15,57795.84,25132.62,27-04-2024,C159,East
10136,Laptop,Electronics,Computers,111907.0,1,0,111907.0,74886.62,37020.38,05-01-2024,C157,South
10137,Shoes,Fashion,Footwear,3371.0,4,15,2865.35,1866.39,3995.84,12-06-2024,C292,North
10138,Laptop,Electronics,Computers,164714.0,3,5,156478.3,99566.21,170736.28,07-02-2024,C134,South
10139,Shoes,Fashion,Footwear,7166.0,3,5,6807.7,5263.32,4633.14,13-04-2024,C210,East
10140,Camera,Electronics,Cameras,42368.0,1,0,42368.0,34387.44,7980.56,09-04-2024,C324,East
10141,Camera,Electronics,Cameras,89644.0,4,0,89644.0,66821.55,91289.81,31-01-2024,C378,East
10142,Tablet,Electronics,Computers,75176.0,2,0,75176.0,43697.86,62956.28,11-01-2024,C407,East
10143,Phone,Electronics,Mobiles,49560.0,2,5,47082.0,29718.96,34726.08,26-02-2024,C1,North
10144,Backpack,Accessories,Bags,2354.0,2,10,2118.6,1712.26,812.68,22-02-2024,C137,East
10145,Phone,Electronics,Mobiles,72545.0,4,15,61663.25,53038.84,34497.63,25-01-2024,C602,North
10146,Watch,Accessories,Watches,11577.0,3,5,10998.15,8928.77,6208.15,19-06-2024,C763,South
10147,Shoes,Fashion,Footwear,2205.0,4,10,1984.5,1322.24,2649.05,09-06-2024,C177,South
10148,Tablet,Electronics,Computers,57148.0,3,5,54290.6,35204.83,57257.3,18-02-2024,C84,West
10149,Phone,Electronics,Mobiles,34816.0,1,10,31334.4,28137.93,3196.47,13-04-2024,C561,North
10150,Laptop,Electronics,Computers,41759.0,1,5,39671.05,28314.13,11356.92,02-03-2024,C32,South
10151,Phone,Electronics,Mobiles,17717.0,1,15,15059.45,11752.0,3307.45,19-01-2024,C18,East
10152,Headphones,Electronics,Audio,2268.0,2,15,1927.8,1606.41,642.78,22-04-2024,C114,West
10153,Headphones,Electronics,Audio,12985.0,2,15,11037.25,7542.91,6988.67,24-02-2024,C643,North
10154,Shoes,Fashion,Footwear,5873.0,2,20,4698.4,4157.93,1080.94,24-02-2024,C476,East
10155,Phone,Electronics,Mobiles,41399.0,2,20,33119.2,27836.5,10565.41,07-03-2024,C443,East
10156,Camera,Electronics,Cameras,88230.0,1,10,79407.0,57506.67,21900.33,20-02-2024,C609,South
10157,Laptop,Electronics,Computers,125595.0,3,15,106755.75,99420.31,22006.32,01-02-2024,C120,East
10158,Backpack,Accessories,Bags,3038.0,4,5,2886.1,2279.79,2425.23,24-02-2024,C7,South
10159,Camera,Electronics,Cameras,29425.0,3,15,25011.25,23670.6,4021.95,26-05-2024,C548,South
10160,Headphones,Electronics,Audio,2808.0,4,15,2386.8,2311.51,301.16,11-01-2024,C746,West
10161,Phone,Electronics,Mobiles,30358.0,2,5,28840.1,17008.63,23662.94,06-02-2024,C256,South
10162,Watch,Accessories,Watches,66197.0,1,10,59577.3,42256.17,17321.13,26-03-2024,C364,West
10163,Camera,Electronics,Cameras,54975.0,1,20,43980.0,38275.21,5704.79,07-05-2024,C736,East
10164,Headphones,Electronics,Audio,4268.0,2,0,4268.0,2691.41,3153.17,25-01-2024,C359,North
10165,Backpack,Accessories,Bags,1801.0,3,10,1620.9,1062.02,1676.64,07-04-2024,C727,North
10166,Tablet,Electronics,Computers,28996.0,3,20,23196.8,20555.22,7924.74,10-02-2024,C34,South
10167,Camera,Electronics,Cameras,64952.0,1,15,55209.2,51891.62,3317.58,15-04-2024,C342,West
10168,Watch,Accessories,Watches,64396.0,3,20,51516.8,52300.31,-2350.52,12-01-2024,C749,East
10169,Camera,Electronics,Cameras,145824.0,1,0,145824.0,120206.16,25617.84,01-05-2024,C558,South
10170,Phone,Electronics,Mobiles,53709.0,3,0,53709.0,30995.52,68140.43,29-01-2024,C149,South
10171,Backpack,Accessories,Bags,4350.0,4,10,3915.0,3587.25,1311.02,23-02-2024,C98,East
10172,Shoes,Fashion,Footwear,5150.0,3,30,3605.0,3041.08,1691.77,05-02-2024,C751,North
10173,Shoes,Fashion,Footwear,2762.0,4,0,2762.0,1930.39,3326.44,02-06-2024,C450,East
10174,Backpack,Accessories,Bags,2024.0,1,0,2024.0,1555.36,468.64,19-06-2024,C616,East
10175,Phone,Electronics,Mobiles,70337.0,1,5,66820.15,55969.31,10850.84,20-06-2024,C435,North
10176,Shoes,Fashion,Footwear,4549.0,2,10,4094.1,2994.57,2199.06,18-02-2024,C17,South
10177,Shoes,Fashion,Footwear,1329.0,1,10,1196.1,804.76,391.34,23-03-2024,C776,North
10178,Laptop,Electronics,Computers,51344.0,3,15,43642.4,38054.61,16763.38,29-03-2024,C268,West
10179,Watch,Accessories,Watches,30935.0,2,10,27841.5,26288.75,3105.5,26-03-2024,C250,East
10180,Backpack,Accessories,Bags,890.0,2,0,890.0,684.68,410.63,12-03-2024,C498,North
10181,Backpack,Accessories,Bags,1326.0,3,15,1127.1,1025.69,304.24,25-05-2024,C443,South
10182,Shoes,Fashion,Footwear,4561.0,3,0,4561.0,3324.43,3709.72,14-02-2024,C98,North
10183,Backpack,Accessories,Bags,630.0,1,10,567.0,429.86,137.14,08-02-2024,C527,North
10184,Camera,Electronics,Cameras,119071.0,1,10,107163.9,89124.23,18039.67,09-06-2024,C16,East
10185,Backpack,Accessories,Bags,992.0,2,20,793.6,669.85,247.5,03-02-2024,C414,North
10186,Watch,Accessories,Watches,32430.0,1,10,29187.0,26972.69,2214.31,08-02-2024,C29,East
10187,Laptop,Electronics,Computers,101916.0,2,10,91724.4,75239.65,32969.49,30-04-2024,C266,East
10188,Shoes,Fashion,Footwear,8069.0,1,5,7665.55,5702.81,1962.74,25-06-2024,C3,West
10189,Watch,Accessories,Watches,36933.0,4,5,35086.35,23596.21,45960.54,01-06-2024,C432,West
10190,Shoes,Fashion,Footwear,9896.0,1,30,6927.2,6712.77,214.43,28-03-2024,C140,South
10191,Camera,Electronics,Cameras,133730.0,2,15,113670.5,83941.62,59457.75,08-02-2024,C440,West
10192,Backpack,Accessories,Bags,5921.0,4,10,5328.9,4346.15,3930.99,21-02-2024,C772,South
10193,Shoes,Fashion,Footwear,6690.0,4,20,5352.0,4983.34,1474.64,19-04-2024,C330,West
10194,Phone,Electronics,Mobiles,55042.0,2,5,52289.9,30879.64,42820.52,29-04-2024,C774,East
10195,Shoes,Fashion,Footwear,2796.0,2,30,1957.2,2279.12,-643.84,01-05-2024,C753,South
10196,Backpack,Accessories,Bags,2096.0,3,5,1991.2,1629.58,1084.86,03-01-2024,C160,East
10197,Tablet,Electronics,Computers,27906.0,2,15,23720.1,21609.33,4221.54,08-03-2024,C357,West
10198,Tablet,Electronics,Computers,64641.0,3,20,51712.8,40703.15,33028.96,16-05-2024,C195,South
10199,Tablet,Electronics,Computers,57784.0,2,20,46227.2,45814.32,825.75,05-01-2024,C395,South
10200,Laptop,Electronics,Computers,90106.0,2,10,81095.4,59632.74,42925.32,12-05-2024,C176,East
10201,Watch,Accessories,Watches,44873.0,2,30,31411.1,26153.81,10514.58,21-03-2024,C114,North
10202,Camera,Electronics,Cameras,34516.0,4,10,31064.4,28370.57,10775.33,09-02-2024,C40,East
10203,Camera,Electronics,Cameras,143618.0,1,5,136437.1,116846.02,19591.08,16-06-2024,C92,South
10204,Headphones,Electronics,Audio,3204.0,1,20,2563.2,2432.61,130.59,03-06-2024,C422,North
10205,Phone,Electronics,Mobiles,68947.0,3,20,55157.6,57804.79,-7941.57,31-01-2024,C535,South
10206,Tablet,Electronics,Computers,32713.0,2,20,26170.4,20235.85,11869.09,22-03-2024,C356,North
10207,Tablet,Electronics,Computers,68845.0,1,10,61960.5,37996.64,23963.86,15-02-2024,C667,West
10208,Camera,Electronics,Cameras,91672.0,1,15,77921.2,57564.61,20356.59,28-03-2024,C365,West
10209,Tablet,Electronics,Computers,21007.0,2,5,19956.65,11669.98,16573.33,03-03-2024,C412,West
10210,Camera,Electronics,Cameras,123875.0,3,20,99100.0,71940.77,81477.7,05-04-2024,C484,South
10211,Phone,Electronics,Mobiles,22491.0,3,0,22491.0,17572.11,14756.66,27-04-2024,C705,North
10212,Backpack,Accessories,Bags,521.0,2,0,521.0,419.78,202.44,23-06-2024,C285,South
10213,Headphones,Electronics,Audio,6311.0,4,15,5364.35,4596.42,3071.72,29-01-2024,C33,West
10214,Phone,Electronics,Mobiles,22813.0,3,10,20531.7,17819.74,8135.88,26-01-2024,C482,South
10215,Laptop,Electronics,Computers,66029.0,2,30,46220.3,44758.05,2924.5,08-02-2024,C271,West
10216,Headphones,Electronics,Audio,10578.0,1,15,8991.3,6518.49,2472.81,24-03-2024,C22,West
10217,Watch,Accessories,Watches,25042.0,3,30,17529.4,14907.94,7864.39,21-01-2024,C303,West
10218,Backpack,Accessories,Bags,5464.0,3,30,3824.8,4251.15,-1279.04,01-01-2024,C570,West
10219,Headphones,Electronics,Audio,13655.0,2,5,12972.25,8383.23,9178.03,25-01-2024,C792,West
10220,Tablet,Electronics,Computers,68651.0,2,20,54920.8,47503.95,14833.7,22-06-2024,C657,East
10221,Camera,Electronics,Cameras,61444.0,1,0,61444.0,42157.23,19286.77,10-05-2024,C349,East
10222,Tablet,Electronics,Computers,37343.0,4,0,37343.0,30854.82,25952.73,15-02-2024,C527,South
10223,Shoes,Fashion,Footwear,4224.0,2,0,4224.0,2481.84,3484.33,09-01-2024,C678,West
10224,Laptop,Electronics,Computers,105455.0,1,0,105455.0,78612.05,26842.95,09-05-2024,C344,East
10225,Camera,Electronics,Cameras,107503.0,3,30,75252.1,63950.76,33904.02,04-03-2024,C338,East
10226,Watch,Accessories,Watches,65046.0,2,5,61793.7,49337.04,24913.32,11-04-2024,C425,East
10227,Laptop,Electronics,Computers,70087.0,3,10,63078.3,40754.12,66972.53,30-04-2024,C46,South
10228,Headphones,Electronics,Audio,7291.0,3,10,6561.9,5362.14,3599.27,16-06-2024,C242,South
10229,Backpack,Accessories,Bags,501.0,1,0,501.0,328.25,172.75,25-04-2024,C666,South
10230,Camera,Electronics,Cameras,75069.0,3,0,75069.0,54069.37,62998.9,22-05-2024,C106,North
10231,Backpack,Accessories,Bags,1386.0,4,0,1386.0,1026.93,1436.29,13-05-2024,C9,West
10232,Watch,Accessories,Watches,29015.0,1,15,24662.75,23539.6,1123.15,02-03-2024,C84,West
10233,Backpack,Accessories,Bags,5937.0,3,20,4749.6,3408.04,4024.67,11-05-2024,C390,North
10234,Camera,Electronics,Cameras,52961.0,2,10,47664.9,39353.91,16621.99,15-04-2024,C14,West
10235,Backpack,Accessories,Bags,5566.0,2,0,5566.0,3473.91,4184.17,14-02-2024,C243,North
10236,Backpack,Accessories,Bags,2669.0,3,30,1868.3,1737.7,391.79,28-04-2024,C309,West
10237,Phone,Electronics,Mobiles,85326.0,4,10,76793.4,61145.39,62592.06,29-05-2024,C549,East
10238,Shoes,Fashion,Footwear,9503.0,1,10,8552.7,5459.07,3093.63,02-04-2024,C207,West
10239,Backpack,Accessories,Bags,852.0,3,10,766.8,690.53,228.81,24-01-2024,C404,South
10240,Tablet,Electronics,Computers,67908.0,4,15,57721.8,52989.78,18928.09,19-02-2024,C689,South
10241,Shoes,Fashion,Footwear,5703.0,1,10,5132.7,4377.49,755.21,06-03-2024,C335,West
10242,Tablet,Electronics,Computers,46017.0,4,10,41415.3,29130.99,49137.26,04-05-2024,C268,North
10243,Backpack,Accessories,Bags,4214.0,1,10,3792.6,3374.57,418.03,26-01-2024,C520,East
10244,Backpack,Accessories,Bags,2647.0,4,15,2249.95,1958.15,1167.2,02-01-2024,C375,South
10245,Tablet,Electronics,Computers,46916.0,1,0,46916.0,31956.82,14959.18,04-05-2024,C623,South
10246,Phone,Electronics,Mobiles,85135.0,3,5,80878.25,61968.51,56729.22,02-05-2024,C28,West
10247,Phone,Electronics,Mobiles,82649.0,3,15,70251.65,53519.94,50195.13,12-06-2024,C301,North
10248,Backpack,Accessories,Bags,3874.0,3,5,3680.3,2216.12,4392.55,02-04-2024,C778,South
10249,Tablet,Electronics,Computers,31083.0,2,0,31083.0,21286.58,19592.85,01-01-2024,C313,South
10250,Phone,Electronics,Mobiles,86635.0,4,0,86635.0,66788.71,79385.17,13-06-2024,C305,East
10251,Backpack,Accessories,Bags,4068.0,4,20,3254.4,2951.77,1210.53,17-04-2024,C251,East
10252,Camera,Electronics,Cameras,75108.0,4,5,71352.6,42595.7,115027.58,20-01-2024,C282,West
10253,Watch,Accessories,Watches,30420.0,1,0,30420.0,20857.77,9562.23,09-03-2024,C161,East
10254,Backpack,Accessories,Bags,1508.0,3,0,1508.0,896.51,1834.47,12-02-2024,C126,East
10255,Backpack,Accessories,Bags,4565.0,1,15,3880.25,3699.36,180.89,19-06-2024,C178,East
10256,Laptop,Electronics,Computers,49110.0,4,10,44199.0,28863.05,61343.8,21-02-2024,C336,West
10257,Phone,Electronics,Mobiles,16969.0,2,15,14423.65,10159.59,8528.12,08-01-2024,C669,North
10258,Watch,Accessories,Watches,16669.0,1,30,11668.3,10444.66,1223.64,28-04-2024,C218,South
10259,Laptop,Electronics,Computers,165354.0,2,0,165354.0,103055.92,124596.16,16-02-2024,C744,North
10260,Phone,Electronics,Mobiles,65138.0,4,15,55367.3,53778.15,6356.6,31-01-2024,C654,South
10261,Camera,Electronics,Cameras,44508.0,4,15,37831.8,25902.67,47716.51,03-03-2024,C585,North
